merchant_idx,amount,currency,hour_of_day,recent_event_count,recent_total_amount,historical_avg_amount,label
1,8.53,ngn,9,0,0.0,16.046842105263156,0
1,13.94,ngn,9,0,0.0,15.670999999999998,0
1,23.4,ngn,10,0,0.0,15.588571428571427,0
1,8.84,ngn,10,0,0.0,15.94363636363636,0
1,9.49,ngn,11,0,0.0,15.634782608695648,0
1,22.81,ngn,11,0,0.0,15.378750000000002,0
1,14.03,ngn,12,0,0.0,15.676000000000002,0
1,11.4,ngn,12,0,0.0,15.612692307692308,0
1,15.61,ngn,13,0,0.0,15.456666666666665,0
1,13.49,ngn,14,0,0.0,15.462142857142856,0
1,15.98,ngn,14,0,0.0,15.394137931034482,0
2,15.34,xof,0,0,0.0,,0
2,67.01,xof,0,0,0.0,15.34,0
2,58.78,xof,0,0,0.0,41.175000000000004,0
2,18.1,xof,0,0,0.0,47.04333333333333,0
2,28.23,xof,1,0,0.0,39.8075,0
2,57.21,xof,1,0,0.0,37.492,0
2,10.15,xof,2,0,0.0,40.77833333333333,0
2,15.39,xof,3,0,0.0,36.402857142857144,0
2,44.74,xof,3,0,0.0,33.776250000000005,0
2,22.22,xof,4,0,0.0,34.99444444444445,0
2,37.04,xof,4,0,0.0,33.717000000000006,0
2,19.99,xof,4,0,0.0,34.01909090909092,1
2,30.92,xof,5,0,0.0,32.85000000000001,0
2,31.73,xof,5,0,0.0,32.70153846153847,0
2,18.47,xof,6,0,0.0,32.63214285714287,0
2,21.07,xof,6,0,0.0,31.68800000000001,1
2,19.66,xof,6,0,0.0,31.024375000000003,0
2,26.09,xof,7,0,0.0,30.35588235294118,0
2,85.5,xof,7,0,0.0,30.118888888888893,0
2,49.65,xof,8,0,0.0,33.033684210526324,0
2,13.59,xof,9,0,0.0,33.86450000000001,0
2,16.36,xof,9,0,0.0,32.89904761904762,0
2,15.76,xof,9,0,0.0,32.147272727272735,0
2,67.18,xof,9,0,0.0,31.434782608695656,0
2,41.75,xof,9,0,0.0,32.92416666666667,0
2,26.47,xof,10,0,0.0,33.2772,0
2,24.77,xof,10,0,0.0,33.01538461538462,0
2,35.83,xof,10,0,0.0,32.71,0
2,33.75,xof,10,0,0.0,32.82142857142858,0
2,19.73,xof,11,0,0.0,32.85344827586207,1
3,419.03,xof,0,0,0.0,,0
3,109.41,xof,0,0,0.0,419.03,0
3,242.58,xof,0,0,0.0,264.21999999999997,1
3,239.48,xof,1,0,0.0,257.00666666666666,0
3,217.7,xof,2,0,0.0,252.625,0
3,181.19,xof,2,0,0.0,245.64000000000001,0
3,398.22,xof,3,0,0.0,234.89833333333334,0
3,208.41,xof,3,0,0.0,258.23,0
3,79.27,xof,3,0,0.0,252.0025,0
3,88.62,xof,4,0,0.0,232.81,0
3,185.05,xof,4,0,0.0,218.391,0
3,365.51,xof,4,0,0.0,215.36,0
3,343.77,xof,5,0,0.0,227.87250000000003,0
3,237.64,xof,6,0,0.0,236.78769230769234,0
3,197.26,xof,6,0,0.0,236.84857142857143,0
3,105.86,xof,7,0,0.0,234.20933333333335,0
3,197.64,xof,8,0,0.0,226.1875,0
3,474.18,xof,8,0,0.0,224.50823529411764,0
3,184.53,xof,9,0,0.0,238.37888888888887,0
3,406.21,xof,10,0,0.0,235.54473684210524,0
3,114.94,xof,10,0,0.0,244.07799999999997,0
3,136.41,xof,11,0,0.0,237.9285714285714,0
3,339.99,xof,11,0,0.0,233.31409090909085,0
3,222.17,xof,12,0,0.0,237.95217391304342,0
3,428.11,xof,12,0,0.0,237.29458333333332,0
3,256.4,xof,13,0,0.0,244.92719999999997,0
3,229.39,xof,13,0,0.0,245.3684615384615,0
3,286.62,xof,14,0,0.0,244.77666666666664,0
3,214.53,xof,15,0,0.0,246.2710714285714,0
3,177.24,xof,15,0,0.0,245.1765517241379,0
4,93.75,eur,0,0,0.0,,0
4,49.45,eur,1,0,0.0,93.75,0
4,86.86,eur,1,0,0.0,71.6,0
4,58.96,eur,2,0,0.0,76.68666666666667,0
4,16.41,eur,3,0,0.0,72.255,0
4,47.17,eur,3,0,0.0,61.086,0
4,23.9,eur,4,0,0.0,58.76666666666667,0
4,55.68,eur,5,0,0.0,53.785714285714285,0
4,22.05,eur,6,0,0.0,54.022499999999994,0
4,35.3,eur,6,0,0.0,50.47,0
4,47.89,eur,7,0,0.0,48.952999999999996,0
4,58.26,eur,7,0,0.0,48.85636363636363,0
4,49.32,eur,8,0,0.0,49.63999999999999,0
4,58.0,eur,8,0,0.0,49.61538461538461,0
4,67.67,eur,9,1,58.0,50.214285714285715,0
4,21.3,eur,9,0,0.0,51.378,0
4,65.01,eur,9,0,0.0,49.498125,0
4,77.05,eur,10,0,0.0,50.41058823529412,0
4,30.42,eur,10,0,0.0,51.89055555555555,0
4,87.94,eur,11,0,0.0,50.76052631578947,0
4,33.2,eur,12,0,0.0,52.619499999999995,0
4,37.37,eur,12,0,0.0,51.694761904761904,0
4,22.39,eur,13,0,0.0,51.04363636363635,0
4,56.67,eur,13,0,0.0,49.79782608695652,0
4,71.09,eur,14,0,0.0,50.08416666666667,0
4,26.18,eur,14,0,0.0,50.9244,0
4,40.66,eur,15,0,0.0,49.972692307692306,0
4,86.5,eur,15,0,0.0,49.62777777777778,0
4,76.21,eur,16,0,0.0,50.94464285714286,0
4,54.14,eur,17,0,0.0,51.81586206896552,0
5,99.04,eur,0,0,0.0,,0
5,62.68,eur,0,0,0.0,99.04,0
5,111.92,eur,1,0,0.0,80.86,0
5,33.93,eur,1,0,0.0,91.21333333333332,0
5,82.62,eur,1,0,0.0,76.8925,0
5,59.13,eur,1,0,0.0,78.038,0
5,82.98,eur,2,0,0.0,74.88666666666667,0
5,80.74,eur,2,0,0.0,76.04285714285713,0
5,95.96,eur,3,0,0.0,76.63,0
5,195.86,eur,3,0,0.0,78.77777777777777,0
5,92.98,eur,4,0,0.0,90.486,0
5,118.62,eur,5,0,0.0,90.71272727272728,0
5,129.94,eur,5,0,0.0,93.03833333333334,0
5,114.9,eur,6,0,0.0,95.87692307692308,0
5,81.98,eur,6,0,0.0,97.2357142857143,0
5,80.88,eur,7,0,0.0,96.21866666666668,0
5,189.19,eur,8,0,0.0,95.26,0
5,45.13,eur,9,0,0.0,100.78529411764707,0
5,320.86,eur,10,0,0.0,97.69333333333334,0
5,120.71,eur,10,0,0.0,109.43894736842105,0
5,100.54,eur,10,0,0.0,110.00250000000001,1
5,113.65,eur,11,0,0.0,109.55190476190477,0
5,149.86,eur,11,0,0.0,109.73818181818183,0
5,61.37,eur,11,0,0.0,111.48260869565219,0
5,193.01,eur,11,0,0.0,109.39458333333334,0
5,102.16,eur,12,0,0.0,112.73920000000003,0
5,79.83,eur,12,0,0.0,112.33230769230771,0
5,119.94,eur,13,0,0.0,111.12851851851853,0
5,73.07,eur,13,0,0.0,111.44321428571429,0
5,64.56,eur,14,0,0.0,110.12000000000002,0
6,22.61,eur,0,0,0.0,,0
6,34.87,eur,1,0,0.0,22.61,0
6,32.34,eur,1,0,0.0,28.74,0
6,23.44,eur,2,0,0.0,29.939999999999998,0
6,14.61,eur,3,0,0.0,28.314999999999998,0
6,18.94,eur,3,0,0.0,25.573999999999998,0
6,28.94,eur,4,0,0.0,24.468333333333334,0
6,38.41,eur,4,0,0.0,25.107142857142858,0
6,17.67,eur,4,0,0.0,26.769999999999996,0
6,11.87,eur,4,0,0.0,25.758888888888887,1
6,15.62,eur,5,0,0.0,24.369999999999997,0
6,47.76,eur,6,0,0.0,23.574545454545454,0
6,29.37,eur,6,0,0.0,25.59,0
6,21.14,eur,7,0,0.0,25.88076923076923,0
6,66.47,eur,7,0,0.0,25.542142857142856,0
6,27.55,eur,8,0,0.0,28.270666666666664,0
6,27.73,eur,9,0,0.0,28.225625,0
6,19.81,eur,10,0,0.0,28.196470588235297,0
6,19.81,eur,10,0,0.0,27.730555555555558,0
6,27.63,eur,11,0,0.0,27.31368421052632,0
6,18.35,eur,11,0,0.0,27.329500000000003,0
6,17.81,eur,12,0,0.0,26.901904761904763,0
6,30.64,eur,13,0,0.0,26.488636363636363,0
6,14.6,eur,13,0,0.0,26.66913043478261,0
6,30.61,eur,13,0,0.0,26.16625,0
6,34.99,eur,14,0,0.0,26.344,0
6,50.59,eur,14,0,0.0,26.676538461538463,0
6,28.01,eur,14,1,50.59,27.562222222222225,0
6,18.75,eur,14,0,0.0,27.57821428571429,0
6,14.55,eur,15,0,0.0,27.273793103448277,0
7,58.62,gbp,0,0,0.0,,0
7,140.4,gbp,0,0,0.0,58.62,0
7,200.68,gbp,0,0,0.0,99.51,0
7,430.87,gbp,1,0,0.0,133.23333333333335,0
7,143.81,gbp,1,0,0.0,207.6425,0
7,81.78,gbp,2,0,0.0,194.87600000000003,0
7,127.01,gbp,3,0,0.0,176.02666666666667,0
7,355.46,gbp,3,0,0.0,169.02428571428572,0
7,181.12,gbp,3,0,0.0,192.32874999999999,0
7,283.08,gbp,4,0,0.0,191.08333333333334,0
7,153.04,gbp,5,0,0.0,200.283,0
7,148.22,gbp,5,0,0.0,195.9881818181818,0
7,196.47,gbp,5,0,0.0,192.00749999999996,0
7,228.58,gbp,6,0,0.0,192.3507692307692,0
7,79.92,gbp,6,0,0.0,194.93857142857138,0
7,508.14,gbp,7,0,0.0,187.27066666666664,0
7,142.02,gbp,7,0,0.0,207.32500000000002,0
7,288.68,gbp,8,0,0.0,203.48352941176472,0
7,120.19,gbp,9,0,0.0,208.21666666666667,0
7,229.26,gbp,9,0,0.0,203.58368421052631,0
7,124.85,gbp,10,0,0.0,204.8675,0
7,248.51,gbp,10,0,0.0,201.05714285714288,0
7,104.4,gbp,10,0,0.0,203.21409090909094,0
7,97.7,gbp,10,0,0.0,198.91782608695655,0
7,136.58,gbp,10,0,0.0,194.70041666666668,0
7,260.88,gbp,11,0,0.0,192.37560000000002,0
7,204.13,gbp,11,0,0.0,195.01038461538462,0
7,153.34,gbp,11,0,0.0,195.34814814814817,0
7,153.46,gbp,12,0,0.0,193.84785714285718,0
7,70.65,gbp,13,0,0.0,192.45517241379312,0
8,2.83,eur,0,0,0.0,,0
8,18.41,eur,1,0,0.0,2.83,0
8,5.01,eur,1,0,0.0,10.620000000000001,0
8,9.13,eur,2,0,0.0,8.75,0
8,10.19,eur,2,0,0.0,8.845,1
8,13.27,eur,2,0,0.0,9.114,0
8,14.63,eur,3,0,0.0,9.806666666666667,0
8,3.5,eur,4,0,0.0,10.495714285714286,1
8,21.78,eur,5,0,0.0,9.62125,0
8,5.67,eur,5,0,0.0,10.972222222222221,0
8,5.34,eur,6,0,0.0,10.442,0
8,15.65,eur,7,0,0.0,9.978181818181818,0
8,12.21,eur,8,0,0.0,10.450833333333334,0
8,12.18,eur,8,0,0.0,10.586153846153847,0
8,10.51,eur,8,0,0.0,10.700000000000001,0
8,6.71,eur,8,0,0.0,10.687333333333333,0
8,21.05,eur,9,0,0.0,10.438749999999999,0
8,17.42,eur,10,0,0.0,11.062941176470588,0
8,5.13,eur,10,0,0.0,11.416111111111112,0
8,4.62,eur,10,0,0.0,11.085263157894737,1
8,21.78,eur,10,0,0.0,10.762,0
8,10.04,eur,10,0,0.0,11.286666666666667,0
8,5.16,eur,11,0,0.0,11.23,0
8,4.74,eur,11,0,0.0,10.966086956521739,0
8,3.63,eur,12,0,0.0,10.706666666666665,0
8,15.06,eur,12,0,0.0,10.423599999999999,0
8,5.81,eur,12,0,0.0,10.601923076923075,0
8,10.72,eur,13,0,0.0,10.424444444444443,0
8,8.3,eur,13,0,0.0,10.435,0
8,9.88,eur,14,0,0.0,10.361379310344828,1
9,17.96,usd,0,0,0.0,,0
9,27.78,usd,0,0,0.0,17.96,0
9,19.33,usd,1,0,0.0,22.87,0
9,28.83,usd,2,0,0.0,21.689999999999998,0
9,9.69,usd,3,0,0.0,23.474999999999998,0
9,23.18,usd,3,0,0.0,20.717999999999996,0
9,29.97,usd,4,0,0.0,21.12833333333333,0
9,20.34,usd,4,0,0.0,22.39142857142857,0
9,20.89,usd,5,0,0.0,22.135,0
9,20.79,usd,5,0,0.0,21.99666666666667,0
9,59.1,usd,6,0,0.0,21.876,0
9,29.52,usd,6,0,0.0,25.26,0
9,17.26,usd,7,0,0.0,25.615,0
9,19.25,usd,8,0,0.0,24.97230769230769,0
9,28.26,usd,8,0,0.0,24.56357142857143,0
9,30.41,usd,8,0,0.0,24.81,0
9,15.05,usd,9,0,0.0,25.16,0
9,25.64,usd,10,0,0.0,24.56529411764706,0
9,12.57,usd,10,0,0.0,24.625,0
9,24.02,usd,11,0,0.0,23.990526315789474,0
9,35.32,usd,11,0,0.0,23.991999999999997,0
9,9.24,usd,12,0,0.0,24.53142857142857,0
9,23.35,usd,12,0,0.0,23.836363636363636,0
9,39.49,usd,13,0,0.0,23.815217391304348,0
9,14.23,usd,14,0,0.0,24.468333333333334,0
9,19.82,usd,14,0,0.0,24.0588,0
9,16.21,usd,15,0,0.0,23.895769230769233,0
9,25.07,usd,15,0,0.0,23.611111111111114,0
9,17.54,usd,16,0,0.0,23.663214285714293,0
9,11.41,usd,16,0,0.0,23.452068965517245,0
10,50.01,usd,0,0,0.0,,0
10,18.49,usd,1,0,0.0,50.01,0
10,21.77,usd,1,0,0.0,34.25,0
10,29.25,usd,1,0,0.0,30.09,0
10,11.03,usd,2,0,0.0,29.88,0
10,6.97,usd,2,0,0.0,26.109999999999996,0
10,18.95,usd,3,0,0.0,22.919999999999998,0
10,45.75,usd,4,0,0.0,22.35285714285714,0
10,15.89,usd,4,0,0.0,25.2775,0
10,22.34,usd,4,0,0.0,24.234444444444446,0
10,20.84,usd,5,0,0.0,24.045,0
10,17.08,usd,5,0,0.0,23.753636363636364,0
10,19.84,usd,6,0,0.0,23.1975,0
10,32.53,usd,6,0,0.0,22.939230769230768,0
10,21.11,usd,7,0,0.0,23.624285714285715,0
10,2.88,usd,8,0,0.0,23.456666666666667,0
10,22.66,usd,8,0,0.0,22.170625,0
10,35.42,usd,8,0,0.0,22.199411764705886,0
10,17.83,usd,8,0,0.0,22.93388888888889,0
10,19.06,usd,9,0,0.0,22.66526315789474,0
10,17.54,usd,9,0,0.0,22.485000000000003,0
10,12.32,usd,10,0,0.0,22.24952380952381,0
10,15.5,usd,10,0,0.0,21.79818181818182,0
10,24.3,usd,10,0,0.0,21.52434782608696,0
10,31.01,usd,11,0,0.0,21.64,0
10,22.29,usd,11,0,0.0,22.0148,0
10,20.02,usd,12,0,0.0,22.025384615384613,0
10,24.48,usd,13,0,0.0,21.95111111111111,0
10,15.34,usd,13,0,0.0,22.041428571428572,0
10,37.4,usd,14,0,0.0,21.810344827586206,0
11,26.99,usd,0,0,0.0,,0
11,27.77,usd,1,0,0.0,26.99,0
11,14.95,usd,1,0,0.0,27.38,0
11,21.81,usd,1,0,0.0,23.236666666666665,0
11,26.85,usd,2,0,0.0,22.88,1
11,37.84,usd,2,0,0.0,23.674,0
11,10.91,usd,3,0,0.0,26.035,0
11,16.04,usd,3,0,0.0,23.874285714285715,0
11,21.81,usd,4,0,0.0,22.895,0
11,25.04,usd,4,0,0.0,22.774444444444445,0
11,6.18,usd,5,0,0.0,23.000999999999998,0
11,31.03,usd,6,0,0.0,21.471818181818183,0
11,14.33,usd,6,0,0.0,22.268333333333334,0
11,18.38,usd,6,0,0.0,21.657692307692308,0
11,27.52,usd,7,0,0.0,21.423571428571428,0
11,29.94,usd,7,0,0.0,21.83,0
11,12.57,usd,8,0,0.0,22.336875,0
11,24.13,usd,9,0,0.0,21.76235294117647,0
11,9.89,usd,10,0,0.0,21.89388888888889,0
11,62.48,usd,10,0,0.0,21.262105263157892,0
11,19.83,usd,11,0,0.0,23.323,0
11,22.98,usd,11,0,0.0,23.156666666666666,0
11,14.64,usd,11,0,0.0,23.148636363636363,0
11,17.85,usd,11,0,0.0,22.778695652173912,0
11,37.89,usd,12,0,0.0,22.573333333333334,0
11,10.54,usd,13,0,0.0,23.186,0
11,11.66,usd,14,0,0.0,22.69961538461538,0
11,74.95,usd,14,0,0.0,22.290740740740738,0
11,20.78,usd,15,0,0.0,24.17142857142857,0
11,18.98,usd,16,0,0.0,24.054482758620686,0
12,5.72,gbp,0,0,0.0,,0
12,9.77,gbp,0,0,0.0,5.72,0
12,12.12,gbp,1,0,0.0,7.744999999999999,0
12,10.68,gbp,2,0,0.0,9.203333333333333,0
12,8.92,gbp,2,0,0.0,9.5725,0
12,3.79,gbp,3,0,0.0,9.442,0
12,4.41,gbp,4,0,0.0,8.5,0
12,13.81,gbp,4,0,0.0,7.9157142857142855,0
12,5.82,gbp,5,0,0.0,8.6525,0
12,11.57,gbp,6,0,0.0,8.337777777777777,0
12,4.0,gbp,6,0,0.0,8.660999999999998,0
12,4.51,gbp,6,1,4.0,8.237272727272726,0
12,5.73,gbp,6,0,0.0,7.926666666666666,0
12,5.81,gbp,6,0,0.0,7.757692307692308,0
12,5.75,gbp,7,0,0.0,7.618571428571428,0
12,6.04,gbp,7,0,0.0,7.494,0
12,6.69,gbp,8,0,0.0,7.403125,0
12,15.5,gbp,8,0,0.0,7.361176470588235,0
12,5.0,gbp,9,0,0.0,7.813333333333333,0
12,8.31,gbp,9,0,0.0,7.665263157894736,0
12,10.99,gbp,9,0,0.0,7.6975,0
12,7.52,gbp,10,0,0.0,7.854285714285714,0
12,6.94,gbp,10,0,0.0,7.83909090909091,0
12,1.93,gbp,11,0,0.0,7.8,0
12,5.47,gbp,11,0,0.0,7.555416666666666,0
12,4.01,gbp,12,0,0.0,7.4719999999999995,0
12,16.16,gbp,13,0,0.0,7.338846153846153,0
12,3.69,gbp,13,0,0.0,7.665555555555555,0
12,3.99,gbp,13,0,0.0,7.523571428571428,0
12,4.48,gbp,14,0,0.0,7.4017241379310335,0
13,43.01,xof,0,0,0.0,,0
13,27.9,xof,0,0,0.0,43.01,0
13,33.67,xof,1,0,0.0,35.455,0
13,60.33,xof,2,0,0.0,34.86,0
13,40.81,xof,3,0,0.0,41.2275,0
13,15.18,xof,3,0,0.0,41.144,0
13,16.52,xof,3,0,0.0,36.81666666666667,0
13,34.61,xof,4,0,0.0,33.917142857142856,0
13,20.02,xof,5,0,0.0,34.00375,0
13,87.78,xof,5,0,0.0,32.449999999999996,0
13,21.96,xof,5,0,0.0,37.98299999999999,0
13,7.45,xof,6,0,0.0,36.52636363636363,0
13,9.11,xof,6,0,0.0,34.103333333333325,0
13,27.43,xof,7,0,0.0,32.18076923076922,0
13,41.48,xof,8,0,0.0,31.841428571428565,1
13,40.38,xof,8,0,0.0,32.483999999999995,0
13,37.23,xof,9,0,0.0,32.9775,0
13,15.52,xof,10,0,0.0,33.22764705882353,0
13,29.29,xof,11,0,0.0,32.24388888888889,0
13,28.43,xof,11,0,0.0,32.088421052631574,0
13,60.94,xof,12,0,0.0,31.905499999999996,0
13,65.09,xof,12,0,0.0,33.28809523809524,0
13,29.02,xof,13,0,0.0,34.733636363636364,0
13,25.74,xof,14,0,0.0,34.485217391304346,0
13,59.88,xof,14,0,0.0,34.12083333333334,0
13,19.52,xof,15,0,0.0,35.1512,0
13,27.51,xof,15,0,0.0,34.550000000000004,0
13,46.23,xof,15,0,0.0,34.28925925925926,0
13,22.43,xof,15,0,0.0,34.71571428571429,0
13,18.47,xof,16,0,0.0,34.292068965517245,0
14,26.77,ngn,0,0,0.0,,0
14,32.67,ngn,1,0,0.0,26.77,1
14,38.73,ngn,2,0,0.0,29.72,1
14,10.91,ngn,2,0,0.0,32.72333333333333,0
14,33.28,ngn,3,0,0.0,27.269999999999996,0
14,31.92,ngn,3,0,0.0,28.471999999999998,0
14,35.15,ngn,4,0,0.0,29.046666666666663,0
14,11.14,ngn,5,0,0.0,29.918571428571425,0
14,14.69,ngn,6,0,0.0,27.57125,0
14,19.93,ngn,6,0,0.0,26.14,0
14,9.04,ngn,6,0,0.0,25.519,0
14,28.48,ngn,7,0,0.0,24.020909090909093,0
14,59.82,ngn,7,0,0.0,24.392500000000002,0
14,17.9,ngn,8,0,0.0,27.11769230769231,0
14,39.52,ngn,9,0,0.0,26.459285714285716,0
14,29.18,ngn,9,0,0.0,27.33,0
14,58.56,ngn,10,0,0.0,27.445625,0
14,31.94,ngn,11,0,0.0,29.275882352941178,0
14,52.38,ngn,11,0,0.0,29.42388888888889,0
14,30.35,ngn,11,0,0.0,30.632105263157893,0
14,18.87,ngn,11,0,0.0,30.618000000000002,0
14,39.68,ngn,12,0,0.0,30.05857142857143,0
14,44.87,ngn,12,0,0.0,30.49590909090909,0
14,21.67,ngn,12,0,0.0,31.12086956521739,0
14,24.82,ngn,12,0,0.0,30.727083333333336,0
14,38.03,ngn,13,0,0.0,30.490800000000004,0
14,30.58,ngn,14,0,0.0,30.780769230769234,1
14,16.93,ngn,15,0,0.0,30.773333333333337,0
14,84.04,ngn,15,0,0.0,30.278928571428573,0
14,25.06,ngn,15,0,0.0,32.13275862068966,0
15,6.24,usd,0,0,0.0,,0
15,17.93,usd,0,0,0.0,6.24,0
15,27.68,usd,0,0,0.0,12.085,0
15,22.47,usd,1,0,0.0,17.283333333333335,0
15,14.67,usd,2,0,0.0,18.58,0
15,16.22,usd,2,0,0.0,17.798,0
15,27.41,usd,3,0,0.0,17.535,0
15,13.67,usd,4,0,0.0,18.945714285714285,0
15,27.72,usd,4,0,0.0,18.28625,0
15,9.39,usd,5,0,0.0,19.334444444444443,0
15,11.32,usd,5,0,0.0,18.339999999999996,0
15,37.67,usd,6,0,0.0,17.70181818181818,0
15,19.8,usd,6,0,0.0,19.36583333333333,0
15,12.63,usd,6,0,0.0,19.39923076923077,0
15,11.11,usd,6,0,0.0,18.915714285714284,0
15,20.57,usd,7,0,0.0,18.395333333333333,0
15,12.04,usd,8,0,0.0,18.53125,0
15,27.89,usd,8,0,0.0,18.149411764705885,0
15,45.26,usd,9,0,0.0,18.690555555555555,0
15,15.06,usd,9,0,0.0,20.088947368421053,0
15,18.05,usd,10,0,0.0,19.8375,0
15,9.41,usd,11,0,0.0,19.752380952380953,0
15,20.6,usd,11,0,0.0,19.28227272727273,0
15,9.33,usd,12,0,0.0,19.339565217391307,0
15,16.71,usd,12,0,0.0,18.9225,0
15,3.39,usd,13,0,0.0,18.834,0
15,10.65,usd,13,0,0.0,18.24,0
15,30.48,usd,14,0,0.0,17.958888888888886,0
15,47.5,usd,14,0,0.0,18.406071428571426,0
15,11.04,usd,15,0,0.0,19.40931034482758,0
16,17.44,xof,0,0,0.0,,0
16,45.08,xof,1,0,0.0,17.44,0
16,12.85,xof,1,0,0.0,31.259999999999998,0
16,30.27,xof,2,0,0.0,25.12333333333333,0
16,9.35,xof,2,0,0.0,26.409999999999997,0
16,19.5,xof,3,0,0.0,22.997999999999998,0
16,5.96,xof,4,0,0.0,22.414999999999996,0
16,52.66,xof,4,0,0.0,20.064285714285713,0
16,43.33,xof,4,0,0.0,24.138749999999998,0
16,19.55,xof,5,0,0.0,26.27111111111111,0
16,12.32,xof,5,0,0.0,25.599,0
16,21.76,xof,6,0,0.0,24.39181818181818,0
16,18.26,xof,6,0,0.0,24.1725,0
16,15.47,xof,7,0,0.0,23.717692307692307,0
16,10.39,xof,8,0,0.0,23.12857142857143,0
16,13.91,xof,8,0,0.0,22.279333333333334,0
16,21.78,xof,9,0,0.0,21.75625,0
16,6.44,xof,9,0,0.0,21.75764705882353,0
16,19.73,xof,9,0,0.0,20.906666666666666,0
16,28.89,xof,10,0,0.0,20.844736842105263,0
16,20.51,xof,10,0,0.0,21.247,0
16,15.77,xof,10,0,0.0,21.211904761904762,0
16,4.67,xof,11,0,0.0,20.964545454545455,0
16,14.93,xof,12,0,0.0,20.256086956521738,0
16,16.96,xof,12,0,0.0,20.034166666666668,0
16,24.37,xof,13,0,0.0,19.911199999999997,0
16,10.31,xof,14,0,0.0,20.082692307692305,0
16,26.85,xof,14,0,0.0,19.720740740740737,0
16,39.41,xof,15,0,0.0,19.975357142857142,0
16,20.79,xof,15,0,0.0,20.645517241379306,0
17,11.12,xof,0,0,0.0,,0
17,7.59,xof,0,0,0.0,11.12,1
17,13.85,xof,1,0,0.0,9.355,0
17,11.55,xof,2,0,0.0,10.853333333333333,0
17,15.45,xof,2,0,0.0,11.0275,0
17,11.05,xof,3,0,0.0,11.912,0
17,12.1,xof,3,0,0.0,11.768333333333333,0
17,23.94,xof,3,0,0.0,11.815714285714284,0
17,14.89,xof,3,0,0.0,13.33125,0
17,8.04,xof,4,0,0.0,13.504444444444445,0
17,27.8,xof,4,1,8.04,12.958000000000002,0
17,30.13,xof,4,0,0.0,14.30727272727273,0
17,11.69,xof,5,0,0.0,15.625833333333334,0
17,5.15,xof,5,0,0.0,15.323076923076924,0
17,13.24,xof,6,0,0.0,14.596428571428573,0
17,15.24,xof,6,0,0.0,14.506000000000002,0
17,20.84,xof,7,0,0.0,14.551874999999999,0
17,36.58,xof,8,0,0.0,14.921764705882353,0
17,29.28,xof,9,0,0.0,16.125,0
17,14.22,xof,9,0,0.0,16.81736842105263,0
17,18.33,xof,10,0,0.0,16.6875,0
17,19.2,xof,10,0,0.0,16.765714285714285,0
17,17.29,xof,11,0,0.0,16.876363636363635,0
17,71.36,xof,11,0,0.0,16.894347826086957,0
